GROUP;PACKAGE;CLASS;Coverage Instructions;Coverage Branches;Coverage Lines;Coverage Complexity;Coverage Methods;Missed Instructions;Covered Instructions;Missed Branches;Covered Branches;Missed Lines;Covered Lines;Missed Complexity;Covered Complexity;Missed Methods;Covered Methods
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;DateTickUnit;72%;73,33%;73,53%;56,25%;64,71%;78;197;8;22;18;50;14;18;6;11
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;DateTick;88%;66,67%;82,35%;62,50%;80,00%;7;51;2;4;3;14;3;5;1;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;LogTick;0%;0,00%;0,00%;0,00%;0,00%;15;0;0;0;4;0;2;0;2;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;CategoryAxis;79%;61,02%;80,12%;53,79%;81,48%;391;1493;69;108;96;387;67;78;10;44
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;Tick;92%;83,33%;89,66%;78,57%;87,50%;7;82;2;10;3;26;3;11;1;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;NumberAxis;82%;70,67%;80,57%;59,65%;84,62%;257;1161;44;106;75;311;46;68;6;33
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;AxisCollection;92%;60,00%;90,91%;80,00%;100,00%;6;65;2;3;2;20;2;8;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;CategoryLabelPositions;74%;70,00%;75,63%;54,55%;58,33%;117;326;6;14;39;121;10;12;5;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;PeriodAxisLabelInfo;89%;90,00%;86,59%;62,96%;52,94%;31;257;2;18;11;71;10;17;8;9
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;DateTickMarkPosition;100%;0,00%;100,00%;100,00%;100,00%;0;34;0;0;0;7;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;CategoryLabelWidthType;100%;0,00%;100,00%;100,00%;100,00%;0;24;0;0;0;5;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;AxisSpace;58%;45,83%;59,66%;51,16%;73,68%;195;269;26;22;48;71;21;22;5;14
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;SymbolAxis;15%;10,58%;17,47%;17,57%;40,91%;748;137;93;11;222;47;61;13;13;9
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;CategoryTick;95%;83,33%;92,00%;75,00%;83,33%;5;91;2;10;2;23;3;9;1;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;AxisLabelLocation;100%;0,00%;100,00%;100,00%;100,00%;0;34;0;0;0;7;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;CompassFormat;0%;0,00%;0,00%;0,00%;0,00%;236;0;4;0;20;0;9;0;7;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;NumberTick;89%;0,00%;85,71%;66,67%;66,67%;3;25;0;0;1;6;1;2;1;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;LogAxis;48%;35,71%;48,70%;28,16%;55,00%;793;724;81;45;198;188;74;29;18;22
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;ValueAxis;64%;53,67%;65,63%;47,51%;70,83%;697;1251;101;117;188;359;95;86;21;51
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;LogarithmicAxis;18%;9,84%;19,78%;12,82%;51,72%;1182;265;229;25;296;73;136;20;14;15
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;DateTickUnitType;100%;0,00%;100,00%;100,00%;100,00%;0;92;0;0;0;19;0;3;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;PeriodAxis;28%;17,86%;31,15%;28,45%;47,83%;1277;486;115;25;305;138;83;33;24;22
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;DateAxis.DefaultTimeline;52%;50,00%;50,00%;36,36%;50,00%;15;16;3;3;7;7;7;4;4;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;Axis;70%;62,73%;74,90%;64,97%;90,67%;528;1255;60;101;128;382;55;102;7;68
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;CategoryAnchor;100%;0,00%;100,00%;100,00%;100,00%;0;34;0;0;0;7;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;DateAxis;75%;59,63%;74,73%;51,55%;76,92%;710;2141;88;130;185;547;78;83;12;40
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;ModuloAxis;17%;17,39%;19,20%;12,50%;23,53%;460;96;38;8;101;24;35;5;13;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;NumberTickUnitSource;88%;72,58%;85,71%;60,47%;100,00%;42;319;17;45;14;84;17;26;0;12
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;StandardTickUnitSource;21%;50,00%;29,41%;37,50%;42,86%;49;13;1;1;12;5;5;3;4;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;MonthDateFormat;66%;72,22%;68,00%;52,63%;50,00%;67;131;5;13;16;34;9;10;5;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;TickUnit;88%;68,75%;80,65%;62,50%;87,50%;12;86;5;11;6;25;6;10;1;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;NumberTickUnit;78%;80,00%;88,89%;75,00%;85,71%;21;75;2;8;3;24;3;9;1;6
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.general;DatasetChangeEvent;100%;0,00%;100,00%;100,00%;100,00%;0;10;0;0;0;4;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.general;DatasetUtils;80%;72,90%;78,59%;63,27%;82,46%;739;2912;155;417;191;701;126;217;10;47
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.general;DefaultHeatMapDataset;71%;71,43%;77,27%;58,33%;80,00%;76;188;12;30;15;51;15;21;3;12
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.general;AbstractSeriesDataset;100%;100,00%;100,00%;100,00%;100,00%;0;26;0;4;0;9;0;5;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.general;DefaultPieDataset;61%;60,00%;57,81%;51,72%;63,16%;81;128;8;12;27;37;14;15;7;12
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.general;AbstractDataset;90%;50,00%;85,71%;68,75%;83,33%;11;99;4;4;5;30;5;11;2;10
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.general;Series;87%;62,50%;81,58%;65,00%;83,33%;17;110;6;10;7;31;7;13;2;10
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.general;SeriesException;100%;0,00%;100,00%;100,00%;100,00%;0;4;0;0;0;2;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.general;DefaultKeyedValuesDataset;100%;0,00%;100,00%;100,00%;100,00%;0;3;0;0;0;1;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.general;WaferMapDataset;0%;0,00%;0,00%;0,00%;0,00%;197;0;20;0;56;0;29;0;19;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.general;DefaultKeyedValueDataset;76%;45,45%;77,50%;47,62%;80,00%;32;99;12;10;9;31;11;10;2;8
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.general;HeatMapUtils;0%;0,00%;0,00%;0,00%;0,00%;125;0;8;0;27;0;8;0;4;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.general;SeriesChangeEvent;100%;0,00%;100,00%;100,00%;100,00%;0;4;0;0;0;2;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.general;DefaultValueDataset;32%;0,00%;44,44%;40,00%;57,14%;39;18;6;0;10;8;6;4;3;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.general;DefaultKeyedValues2DDataset;100%;0,00%;100,00%;100,00%;100,00%;0;3;0;0;0;1;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.time.ohlc;OHLC;96%;83,33%;93,33%;84,62%;100,00%;4;94;2;10;2;28;2;11;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.time.ohlc;OHLCSeriesCollection;52%;61,54%;56,04%;41,46%;39,29%;166;178;10;16;40;51;24;17;17;11
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.time.ohlc;OHLCItem;82%;50,00%;75,00%;54,55%;85,71%;11;51;4;4;5;15;5;6;1;6
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.time.ohlc;OHLCSeries;70%;75,00%;64,71%;75,00%;83,33%;21;49;1;3;6;11;2;6;1;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot.compass;PlumNeedle;18%;30,00%;23,08%;30,00%;60,00%;84;18;7;3;20;6;7;3;2;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot.compass;ArrowNeedle;19%;27,78%;26,67%;28,57%;60,00%;142;34;13;5;33;12;10;4;2;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot.compass;LineNeedle;23%;25,00%;29,41%;33,33%;60,00%;53;16;6;2;12;5;6;3;2;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot.compass;ShipNeedle;19%;33,33%;25,00%;27,27%;60,00%;84;20;8;4;18;6;8;3;2;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot.compass;CompassPlot;31%;34,29%;39,43%;27,96%;50,00%;825;374;69;36;169;110;67;26;18;18
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot.compass;MeterNeedle;56%;66,67%;61,76%;48,78%;50,00%;144;187;10;20;39;63;21;20;13;13
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot.compass;MiddlePinNeedle;13%;28,57%;18,75%;25,00%;60,00%;134;20;10;4;26;6;9;3;2;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot.compass;WindNeedle;21%;33,33%;26,09%;20,00%;50,00%;69;18;8;4;17;6;8;2;2;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot.compass;PointerNeedle;11%;18,75%;14,29%;23,08%;60,00%;139;18;13;3;36;6;10;3;2;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot.compass;LongNeedle;9%;12,50%;12,28%;23,08%;60,00%;189;19;14;2;50;7;10;3;2;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot.compass;PinNeedle;12%;25,00%;19,35%;27,27%;60,00%;129;18;9;3;25;6;8;3;2;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.category;CategoryToPieDataset;78%;60,34%;76,74%;53,66%;91,67%;62;223;23;35;20;66;19;22;1;11
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.category;DefaultCategoryDataset;92%;95,00%;88,89%;88,57%;88,00%;20;219;1;19;8;64;4;31;3;22
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.category;SlidingCategoryDataset;71%;75,00%;75,71%;58,33%;65,00%;85;208;8;24;17;53;15;21;7;13
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.category;DefaultIntervalCategoryDataset;75%;61,67%;73,68%;51,61%;90,91%;197;586;46;74;55;154;45;48;3;30
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;NotOutlierException;0%;0,00%;0,00%;0,00%;0,00%;4;0;0;0;2;0;1;0;1;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;RendererState;100%;100,00%;100,00%;100,00%;100,00%;0;35;0;4;0;14;0;7;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;AbstractRendererProduct2;100%;100,00%;100,00%;100,00%;100,00%;0;38;0;2;0;13;0;8;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;AreaRendererEndType;100%;0,00%;100,00%;100,00%;100,00%;0;34;0;0;0;7;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;AbstractRendererProduct3;100%;75,00%;100,00%;90,00%;100,00%;0;46;1;3;0;17;1;9;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;OutlierListCollection;31%;0,00%;38,10%;36,36%;57,14%;54;24;8;0;13;8;7;4;3;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;LookupPaintScale.PaintItem;90%;66,67%;85,71%;63,64%;100,00%;8;69;4;8;4;24;4;7;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;DefaultPolarItemRenderer;32%;24,14%;31,42%;16,49%;38,46%;728;347;88;28;203;93;81;16;24;15
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;AbstractRendererProduct;100%;75,00%;100,00%;88,89%;100,00%;0;65;1;3;0;17;1;8;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;LookupPaintScale;96%;88,24%;94,20%;85,71%;100,00%;11;239;4;30;4;65;4;24;0;11
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;Outlier;40%;27,27%;57,14%;45,45%;72,73%;99;66;16;6;15;20;12;10;3;8
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;AbstractRendererProduct4;76%;33,33%;80,95%;66,67%;88,89%;14;44;4;2;4;17;4;8;1;8
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;AbstractRenderer;76%;65,69%;80,27%;60,39%;79,25%;632;2040;94;180;145;590;122;186;33;126
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;GrayPaintScale;79%;81,25%;78,05%;77,78%;90,00%;31;115;3;13;9;32;4;14;1;9
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;OutlierList;0%;0,00%;0,00%;0,00%;0,00%;104;0;4;0;30;0;12;0;10;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;RendererUtils;96%;90,32%;95,10%;80,00%;75,00%;17;365;6;56;5;97;7;28;1;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.renderer;WaferMapRenderer;0%;0,00%;0,00%;0,00%;0,00%;460;0;56;0;120;0;44;0;15;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.gantt;TaskSeries;74%;83,33%;75,00%;64,71%;63,64%;34;95;2;10;10;30;6;11;4;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.gantt;TaskSeriesCollection;88%;78,85%;88,44%;79,69%;86,84%;80;587;11;41;20;153;13;51;5;33
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.gantt;SlidingGanttCategoryDataset;25%;31,67%;32,59%;23,81%;30,30%;487;164;41;19;91;44;48;15;23;10
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.gantt;XYTaskDataset;24%;34,62%;33,72%;22,73%;22,58%;260;84;17;9;57;29;34;10;24;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.gantt;Task;78%;91,67%;86,00%;90,91%;93,75%;38;134;1;11;7;43;2;20;1;15
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.entity;ChartEntity;62%;50,00%;64,36%;45,00%;75,00%;141;230;20;20;36;65;22;18;5;15
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.entity;TickLabelEntity;100%;0,00%;100,00%;100,00%;100,00%;0;6;0;0;0;2;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.entity;TitleEntity;20%;0,00%;21,05%;18,75%;30,00%;98;25;12;0;30;8;13;3;7;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.entity;PieSectionEntity;59%;83,33%;68,42%;55,56%;50,00%;53;77;2;10;12;26;8;10;6;6
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.entity;CategoryItemEntity;48%;50,00%;43,33%;14,29%;22,22%;53;49;5;5;17;13;12;2;7;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.entity;XYItemEntity;61%;80,00%;69,23%;50,00%;44,44%;34;54;2;8;8;18;7;7;5;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.entity;LegendItemEntity;65%;70,00%;69,57%;53,85%;62,50%;26;49;3;7;7;16;6;7;3;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.entity;StandardEntityCollection;66%;40,00%;66,67%;58,82%;75,00%;48;93;6;4;12;24;7;10;3;9
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.entity;CategoryLabelEntity;38%;66,67%;42,86%;37,50%;40,00%;48;30;2;4;12;9;5;3;3;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.entity;JFreeChartEntity;20%;0,00%;21,05%;18,75%;30,00%;98;25;12;0;30;8;13;3;7;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.entity;PlotEntity;10%;0,00%;10,53%;6,25%;10,00%;111;12;12;0;34;4;15;1;9;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.entity;FlowEntity;52%;75,00%;60,00%;42,86%;40,00%;28;30;1;3;6;9;4;3;3;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.entity;XYAnnotationEntity;0%;0,00%;0,00%;0,00%;0,00%;44;0;8;0;16;0;8;0;4;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.entity;NodeEntity;0%;0,00%;0,00%;0,00%;0,00%;31;0;0;0;8;0;4;0;4;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.entity;AxisEntity;20%;0,00%;21,05%;18,75%;30,00%;98;25;12;0;30;8;13;3;7;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.util;DirectionalGradientPaintTransformer;0%;0,00%;0,00%;0,00%;0,00%;166;0;20;0;33;0;12;0;2;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.util;StandardGradientPaintTransformer;27%;44,44%;36,96%;50,00%;71,43%;121;45;10;8;29;17;8;8;2;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.util;AttrStringUtils;2%;0,00%;2,33%;1,64%;6,67%;490;11;92;0;126;3;60;1;14;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.util;PaintAlpha;0%;0,00%;0,00%;0,00%;0,00%;471;0;36;0;92;0;28;0;10;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.util;GradientPaintTransformType;100%;0,00%;100,00%;100,00%;100,00%;0;44;0;0;0;9;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.util;ExportUtils;0%;0,00%;0,00%;0,00%;0,00%;321;0;8;0;67;0;11;0;7;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.util;DefaultShadowGenerator;14%;26,67%;18,56%;10,71%;15,38%;383;62;22;8;79;18;25;3;11;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.util;StringUtils;9%;0,00%;11,11%;20,00%;33,33%;39;4;4;0;8;1;4;1;2;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.text.format;LogFormat;57%;61,11%;60,78%;45,00%;45,45%;82;108;7;11;20;31;11;9;6;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.text.format;HMSNumberFormat;87%;0,00%;85,71%;50,00%;50,00%;9;60;0;0;2;12;2;2;2;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.text.format;RelativeDateFormat;90%;80,00%;87,50%;68,75%;75,00%;46;437;8;32;17;119;15;33;7;21
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.text.format;HexNumberFormat;0%;0,00%;0,00%;0,00%;0,00%;67;0;4;0;19;0;9;0;7;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.internal;ArrayUtils;31%;29,31%;27,59%;23,53%;40,00%;152;68;41;17;42;16;26;8;3;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.internal;HashUtils;71%;72,22%;69,70%;65,00%;81,82%;52;128;5;13;10;23;7;13;2;9
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.internal;SerialUtils;86%;79,00%;88,06%;69,57%;100,00%;146;926;21;79;37;273;21;48;0;17
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.internal;ShapeUtils;31%;44,68%;34,43%;30,88%;52,38%;595;269;52;42;120;63;47;21;10;11
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.internal;PaintUtils;34%;30,95%;34,67%;23,91%;50,00%;217;113;58;26;49;26;35;11;2;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.internal;CloneUtils;70%;88,89%;70,00%;78,57%;80,00%;52;123;2;16;15;35;3;11;1;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.internal;LineUtils;65%;62,50%;68,12%;40,74%;33,33%;113;209;18;30;22;47;16;11;2;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.internal;Args;82%;91,67%;85,71%;83,33%;83,33%;20;92;1;11;3;18;2;10;1;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.legend;LegendItem;73%;73,33%;78,78%;74,16%;81,36%;262;691;16;44;59;219;23;66;11;48
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.legend;LegendTitle;83%;67,74%;82,27%;55,22%;63,89%;120;596;20;42;36;167;30;37;13;23
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.legend;PaintScaleLegend;30%;26,09%;35,50%;35,53%;56,67%;750;314;68;24;169;93;49;27;13;17
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.legend;LegendItemBlockContainer;90%;75,00%;89,29%;63,64%;66,67%;9;78;1;3;3;25;4;7;3;6
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.legend;LegendGraphic;83%;60,00%;84,02%;58,75%;76,92%;124;611;32;48;31;163;33;47;9;30
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.legend;LegendRenderingOrder;0%;0,00%;0,00%;0,00%;0,00%;24;0;0;0;5;0;1;0;1;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.legend;LegendItemCollection;78%;83,33%;79,17%;75,00%;77,78%;18;63;1;5;5;19;3;9;2;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.date;SpreadsheetDate;57%;34,38%;66,30%;30,77%;50,00%;173;232;42;22;31;61;36;16;10;10
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.date;SerialDate;49%;25,33%;30,86%;22,37%;26,47%;407;393;56;19;112;50;59;17;25;9
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.swing;UIUtils;0%;0,00%;0,00%;0,00%;0,00%;197;0;4;0;46;0;11;0;9;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.swing;AbstractOverlay;48%;25,00%;50,00%;42,86%;60,00%;32;30;3;1;9;9;4;3;2;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.swing;PolarChartPanel;0%;0,00%;0,00%;0,00%;0,00%;244;0;24;0;75;0;19;0;7;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.swing;CrosshairOverlay;8%;3,16%;8,65%;6,06%;25,00%;923;82;153;5;264;25;93;6;15;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.swing;ApplicationFrame;0%;0,00%;0,00%;0,00%;0,00%;22;0;2;0;13;0;9;0;8;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.swing;MouseWheelHandler;11%;0,00%;13,16%;8,33%;20,00%;105;13;14;0;33;5;11;1;4;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.swing;ChartMouseEvent;0%;0,00%;0,00%;0,00%;0,00%;40;0;4;0;10;0;4;0;2;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.swing;NumberCellRenderer;0%;0,00%;0,00%;0,00%;0,00%;44;0;6;0;17;0;6;0;3;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.swing;ChartPanelProduct;73%;20,00%;70,77%;6,06%;66,67%;150;403;48;12;38;92;31;2;1;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.swing;ChartPanel;27%;13,65%;27,55%;15,50%;28,21%;2385;872;253;40;647;246;229;42;84;33
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.swing;DefaultSelectionZoomStrategy;21%;0,00%;25,84%;27,59%;44,44%;247;66;22;0;66;23;21;8;10;8
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.swing;OverlayChangeEvent;100%;0,00%;100,00%;100,00%;100,00%;0;4;0;0;0;2;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.time;TimePeriodAnchor;100%;0,00%;100,00%;100,00%;100,00%;0;34;0;0;0;7;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.time;Second;65%;26,19%;62,50%;48,78%;90,00%;166;303;31;11;42;70;21;20;2;18
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.time;Month;86%;69,23%;85,19%;68,00%;95,83%;69;417;16;36;20;115;16;34;1;23
