GROUP;PACKAGE;CLASS;Coverage Instructions;Coverage Branches;Coverage Lines;Coverage Complexity;Coverage Methods;Missed Instructions;Covered Instructions;Missed Branches;Covered Branches;Missed Lines;Covered Lines;Missed Complexity;Covered Complexity;Missed Methods;Covered Methods
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.title;ImageTitleTest;0%;0,00%;0,00%;0,00%;0,00%;4;0;0;0;2;0;2;0;2;0
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.title;TextTitleTest;98%;50,00%;100,00%;71,43%;100,00%;4;222;2;2;0;63;2;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.title;CompositeTitleTest;98%;0,00%;96,67%;100,00%;100,00%;5;264;0;0;2;58;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.title;DateTitleTest;100%;0,00%;100,00%;100,00%;100,00%;0;123;0;0;0;39;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.title;ShortTextTitleTest;100%;0,00%;100,00%;100,00%;100,00%;0;86;0;0;0;26;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.flow;NodeKeyTest;100%;0,00%;100,00%;100,00%;100,00%;0;94;0;0;0;24;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.flow;DefaultFlowDatasetTest;100%;0,00%;100,00%;100,00%;100,00%;0;151;0;0;0;39;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.flow;FlowKeyTest;100%;0,00%;100,00%;100,00%;100,00%;0;102;0;0;0;24;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;JFreeChartTest;94%;0,00%;92,04%;100,00%;100,00%;47;787;0;0;18;208;0;15;0;15
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;XYBarChartTest.LocalListener;100%;0,00%;100,00%;100,00%;100,00%;0;10;0;0;0;4;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;XYAreaChartTest.LocalListener;100%;0,00%;100,00%;100,00%;100,00%;0;10;0;0;0;4;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;ScatterPlotTest;97%;50,00%;95,45%;75,00%;100,00%;6;167;2;2;2;42;2;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;StackedBarChartTest;98%;50,00%;95,92%;77,78%;100,00%;6;254;2;2;2;47;2;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;TimeSeriesChartTest;97%;50,00%;95,45%;75,00%;100,00%;6;170;2;2;2;42;2;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;BarChartTest;98%;50,00%;95,92%;77,78%;100,00%;6;258;2;2;2;47;2;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;PieChartTest;100%;0,00%;100,00%;100,00%;100,00%;0;50;0;0;0;15;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;XYLineChartTest;97%;50,00%;95,45%;75,00%;100,00%;6;167;2;2;2;42;2;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;XYStepChartTest;97%;50,00%;96,08%;75,00%;100,00%;6;171;2;2;2;49;2;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;XYBarChartTest;97%;50,00%;95,56%;75,00%;100,00%;6;172;2;2;2;43;2;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;BarChartTest.LocalListener;100%;0,00%;100,00%;100,00%;100,00%;0;10;0;0;0;4;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;StackedAreaChartTest.LocalListener;100%;0,00%;100,00%;100,00%;100,00%;0;10;0;0;0;4;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;XYAreaChartTest;97%;50,00%;95,45%;75,00%;100,00%;6;167;2;2;2;42;2;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;GanttChartTest.LocalListener;100%;0,00%;100,00%;100,00%;100,00%;0;7;0;0;0;3;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;TimeSeriesChartTest.LocalListener;100%;0,00%;100,00%;100,00%;100,00%;0;10;0;0;0;4;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;GanttChartTest;99%;0,00%;98,39%;100,00%;100,00%;4;571;0;0;2;122;0;10;0;10
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;XYStepAreaChartTest.LocalListener;100%;0,00%;100,00%;100,00%;100,00%;0;10;0;0;0;4;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;ChartRenderingInfoTest;100%;0,00%;100,00%;100,00%;100,00%;0;226;0;0;0;48;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;AreaChartTest;98%;50,00%;95,92%;77,78%;100,00%;6;258;2;2;2;47;2;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;LegendItemTest;100%;0,00%;100,00%;100,00%;100,00%;0;1389;0;0;0;232;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;StandardChartThemeTest;100%;50,00%;100,00%;80,00%;100,00%;2;789;1;1;0;137;1;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;StackedAreaChartTest;98%;50,00%;95,65%;77,78%;100,00%;6;258;2;2;2;44;2;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;TestUtils;92%;54,17%;94,12%;25,00%;75,00%;30;353;11;13;5;80;12;4;1;3
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;XYLineChartTest.LocalListener;100%;0,00%;100,00%;100,00%;100,00%;0;10;0;0;0;4;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;AreaChartTest.LocalListener;100%;0,00%;100,00%;100,00%;100,00%;0;7;0;0;0;3;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;MeterChartTest;100%;0,00%;100,00%;100,00%;100,00%;0;52;0;0;0;10;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;LegendItemCollectionTest;100%;0,00%;100,00%;100,00%;100,00%;0;174;0;0;0;39;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;XYStepChartTest.LocalListener;100%;0,00%;100,00%;100,00%;100,00%;0;10;0;0;0;4;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;LineChartTest;99%;50,00%;100,00%;77,78%;100,00%;2;253;2;2;0;46;2;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;ScatterPlotTest.LocalListener;100%;0,00%;100,00%;100,00%;100,00%;0;10;0;0;0;4;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;WaterfallChartTest;97%;0,00%;94,44%;100,00%;100,00%;4;147;0;0;2;34;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;StackedBarChartTest.LocalListener;100%;0,00%;100,00%;100,00%;100,00%;0;10;0;0;0;4;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;PieChartTest.LocalListener;100%;0,00%;100,00%;100,00%;100,00%;0;7;0;0;0;3;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;LineChartTest.LocalListener;100%;0,00%;100,00%;100,00%;100,00%;0;7;0;0;0;3;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart;XYStepAreaChartTest;97%;50,00%;95,45%;75,00%;100,00%;6;167;2;2;2;42;2;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;ItemLabelPositionTest;100%;0,00%;100,00%;100,00%;100,00%;0;27;0;0;0;9;0;3;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;StandardCategorySeriesLabelGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;132;0;0;0;45;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;StandardXYSeriesLabelGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;130;0;0;0;43;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;IntervalCategoryToolTipGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;139;0;0;0;52;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;BoxAndWhiskerXYToolTipGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;210;0;0;0;56;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;BubbleXYItemLabelGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;364;0;0;0;82;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;StandardFlowLabelGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;30;0;0;0;10;0;3;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;StandardCategoryItemLabelGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;228;0;0;0;72;0;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;StandardXYToolTipGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;249;0;0;0;62;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;IntervalCategoryItemLabelGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;125;0;0;0;45;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;StandardXYZToolTipGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;321;0;0;0;72;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;SymbolicXYItemLabelGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;75;0;0;0;26;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;StandardXYItemLabelGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;335;0;0;0;82;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;StandardPieSectionLabelGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;204;0;0;0;64;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;StandardCategoryToolTipGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;171;0;0;0;58;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;MultipleXYSeriesLabelGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;131;0;0;0;41;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;BoxAndWhiskerToolTipGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;129;0;0;0;37;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;CustomXYItemLabelGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;81;0;0;0;24;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;ItemLabelAnchorTest;100%;0,00%;100,00%;100,00%;100,00%;0;20;0;0;0;8;0;3;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;StandardPieToolTipGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;195;0;0;0;56;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.labels;HighLowItemLabelGeneratorTest;100%;0,00%;100,00%;100,00%;100,00%;0;129;0;0;0;36;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;SymbolAxisTest;100%;0,00%;100,00%;100,00%;100,00%;0;208;0;0;0;37;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;AxisLocationTest;98%;50,00%;100,00%;80,00%;100,00%;1;51;1;1;0;20;1;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;CategoryAnchorTest;100%;0,00%;100,00%;100,00%;100,00%;0;49;0;0;0;19;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;CategoryAxisTest;100%;0,00%;100,00%;100,00%;100,00%;0;338;0;0;0;91;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;MonthDateFormatTest;100%;0,00%;100,00%;100,00%;100,00%;0;247;0;0;0;58;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;TickUnitsTest;100%;0,00%;100,00%;100,00%;100,00%;0;90;0;0;0;20;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;QuarterDateFormatTest;100%;0,00%;100,00%;100,00%;100,00%;0;357;0;0;0;48;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;ValueAxisTest;100%;0,00%;100,00%;100,00%;100,00%;0;375;0;0;0;109;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;CategoryLabelPositionTest;100%;0,00%;100,00%;100,00%;100,00%;0;219;0;0;0;71;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;DateTickUnitTest;100%;0,00%;100,00%;100,00%;100,00%;0;58;0;0;0;16;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;NumberAxisTest;100%;0,00%;100,00%;100,00%;100,00%;0;684;0;0;0;174;0;13;0;13
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;PeriodAxisLabelInfoTest;100%;0,00%;100,00%;100,00%;100,00%;0;475;0;0;0;87;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;CategoryTickTest;100%;0,00%;100,00%;100,00%;100,00%;0;276;0;0;0;60;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;MarkerAxisBandTest;100%;0,00%;100,00%;100,00%;100,00%;0;229;0;0;0;39;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;LogAxisTest;100%;0,00%;100,00%;100,00%;100,00%;0;507;0;0;0;131;0;13;0;13
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;CyclicNumberAxisTest;98%;50,00%;100,00%;71,43%;100,00%;3;188;2;2;0;49;2;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;LogarithmicAxisTest;100%;0,00%;100,00%;100,00%;100,00%;0;364;0;0;0;90;0;12;0;12
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;NumberTickUnitTest;100%;0,00%;100,00%;100,00%;100,00%;0;134;0;0;0;27;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;DateTickMarkPositionTest;100%;0,00%;100,00%;100,00%;100,00%;0;52;0;0;0;20;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;CategoryLabelWidthTypeTest;100%;0,00%;100,00%;100,00%;100,00%;0;40;0;0;0;18;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;SubCategoryAxisTest;98%;0,00%;96,08%;100,00%;100,00%;4;175;0;0;2;49;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;StandardTickUnitSourceTest;100%;0,00%;100,00%;100,00%;100,00%;0;27;0;0;0;9;0;3;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;ExtendedCategoryAxisTest;100%;0,00%;100,00%;100,00%;100,00%;0;231;0;0;0;61;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;AxisSpaceTest;100%;0,00%;100,00%;100,00%;100,00%;0;104;0;0;0;34;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;CategoryLabelPositionsTest;100%;0,00%;100,00%;100,00%;100,00%;0;351;0;0;0;101;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;ModuloAxisTest;100%;0,00%;100,00%;100,00%;100,00%;0;118;0;0;0;26;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;DateTickTest;100%;0,00%;100,00%;100,00%;100,00%;0;287;0;0;0;58;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;DateAxisTest.MyDateAxis;100%;0,00%;100,00%;100,00%;100,00%;0;9;0;0;0;3;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;PeriodAxisTest;100%;50,00%;100,00%;90,00%;100,00%;2;521;1;1;0;136;1;9;0;9
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;LogarithmicAxisTest.MyLogarithmicAxis;100%;0,00%;100,00%;100,00%;100,00%;0;8;0;0;0;3;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;DateAxisTest;97%;50,00%;100,00%;14,53%;100,00%;154;4349;153;153;0;755;153;26;0;26
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.axis;AxisTest;100%;0,00%;100,00%;100,00%;100,00%;0;534;0;0;0;142;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.general;DefaultPieDatasetTest;88%;0,00%;91,30%;72,73%;72,73%;27;202;0;0;6;63;3;8;3;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.general;TestIntervalCategoryDataset;25%;10,00%;24,24%;18,60%;28,57%;234;79;27;3;75;24;35;8;20;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.general;IntervalDataItem;100%;0,00%;100,00%;100,00%;100,00%;0;21;0;0;0;8;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.general;DefaultKeyedValueDatasetTest;100%;0,00%;100,00%;100,00%;100,00%;0;125;0;0;0;31;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.general;DefaultKeyedValuesDatasetTest;100%;0,00%;100,00%;100,00%;100,00%;0;63;0;0;0;18;0;3;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.general;TestIntervalXYZDataset;37%;0,00%;43,48%;35,00%;35,00%;77;46;0;0;13;10;13;7;13;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.general;DatasetUtilsTest;100%;50,00%;99,54%;95,65%;100,00%;15;4351;3;3;4;866;3;66;0;66
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.general;DefaultKeyedValues2DDatasetTest;100%;0,00%;100,00%;100,00%;100,00%;0;72;0;0;0;18;0;3;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.general;DefaultHeatMapDatasetTest;100%;0,00%;100,00%;100,00%;100,00%;0;431;0;0;0;90;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time.ohlc;OHLCItemTest;100%;0,00%;100,00%;100,00%;100,00%;0;309;0;0;0;50;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time.ohlc;OHLCTest;100%;0,00%;100,00%;100,00%;100,00%;0;168;0;0;0;35;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time.ohlc;OHLCSeriesCollectionTest;98%;0,00%;96,26%;100,00%;100,00%;8;397;0;0;4;103;0;10;0;10
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time.ohlc;OHLCSeriesTest;98%;0,00%;98,17%;100,00%;100,00%;11;574;0;0;2;107;0;13;0;13
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.compass;LongNeedleTest;100%;0,00%;100,00%;100,00%;100,00%;0;50;0;0;0;16;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.compass;MeterNeedleTest;100%;0,00%;100,00%;100,00%;100,00%;0;152;0;0;0;34;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.compass;PointerNeedleTest;100%;0,00%;100,00%;100,00%;100,00%;0;50;0;0;0;16;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.compass;LineNeedleTest;100%;0,00%;100,00%;100,00%;100,00%;0;50;0;0;0;16;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.compass;ShipNeedleTest;100%;0,00%;100,00%;100,00%;100,00%;0;50;0;0;0;16;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.compass;PinNeedleTest;100%;0,00%;100,00%;100,00%;100,00%;0;50;0;0;0;16;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.compass;PlumNeedleTest;100%;0,00%;100,00%;100,00%;100,00%;0;50;0;0;0;16;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.compass;MiddlePinNeedleTest;100%;0,00%;100,00%;100,00%;100,00%;0;50;0;0;0;16;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.compass;WindNeedleTest;100%;0,00%;100,00%;100,00%;100,00%;0;50;0;0;0;16;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.compass;CompassPlotTest;100%;0,00%;100,00%;100,00%;100,00%;0;215;0;0;0;51;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.compass;ArrowNeedleTest;100%;0,00%;100,00%;100,00%;100,00%;0;70;0;0;0;20;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.category;SlidingCategoryDatasetTest;98%;0,00%;97,16%;100,00%;100,00%;12;514;0;0;4;137;0;10;0;10
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.category;CategoryToPieDatasetTest;81%;0,00%;77,27%;100,00%;100,00%;55;233;0;0;20;68;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.category;DefaultCategoryDatasetTest;90%;0,00%;87,10%;100,00%;100,00%;62;538;0;0;24;162;0;15;0;15
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.category;DefaultIntervalCategoryDatasetTest;97%;0,00%;93,31%;100,00%;100,00%;46;1273;0;0;16;223;0;21;0;21
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer;RendererChangeDetector;100%;0,00%;100,00%;100,00%;100,00%;0;17;0;0;0;8;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer;RendererUtilsTest.new DefaultXYDataset() {...};100%;0,00%;100,00%;100,00%;100,00%;0;8;0;0;0;2;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer;RendererUtilsTest.new DefaultXYDataset() {...};100%;0,00%;100,00%;100,00%;100,00%;0;8;0;0;0;2;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer;RendererUtilsTest.new DefaultXYDataset() {...};100%;0,00%;100,00%;100,00%;100,00%;0;8;0;0;0;2;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer;AbstractRendererTest.MyRendererChangeListener;100%;0,00%;100,00%;100,00%;100,00%;0;10;0;0;0;5;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer;LookupPaintScaleTest;100%;0,00%;100,00%;100,00%;100,00%;0;391;0;0;0;87;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer;AreaRendererEndTypeTest;97%;50,00%;100,00%;75,00%;100,00%;1;31;1;1;0;11;1;3;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer;RendererUtilsTest;100%;0,00%;100,00%;100,00%;100,00%;0;2059;0;0;0;191;0;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer;RendererUtilsTest.new DefaultXYDataset() {...};100%;0,00%;100,00%;100,00%;100,00%;0;8;0;0;0;2;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer;GrayPaintScaleTest;100%;0,00%;100,00%;100,00%;100,00%;0;177;0;0;0;46;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer;OutlierTest;100%;0,00%;100,00%;100,00%;100,00%;0;121;0;0;0;29;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer;AbstractRendererTest;99%;50,00%;99,58%;71,43%;100,00%;13;2000;6;6;2;476;6;15;0;15
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer;DefaultPolarItemRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;96;0;0;0;30;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer;AbstractRendererTest.TestRenderer;100%;0,00%;100,00%;100,00%;100,00%;0;4;0;0;0;2;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.entity;FlowEntityTest;100%;0,00%;100,00%;100,00%;100,00%;0;286;0;0;0;32;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.entity;XYItemEntityTest;100%;0,00%;100,00%;100,00%;100,00%;0;175;0;0;0;43;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.entity;TickLabelEntityTest;100%;0,00%;100,00%;100,00%;100,00%;0;131;0;0;0;31;0;4;0;4
